"word","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"ace",0.0797888967725966,0.876497599813673,0.947409656312731,0.755519777536392,0.866970691415999,0.586128880580266,0.998687816990746,0.00224307470037388,0.986435923311445,0.282862889683909,0.998627781867981,0.694612347417408,0.78796116511027,0.456735574536853,0.160516558421983,0.904902001221975,0.0220171404329853,0.998517864280277,0.822137071026696,0.00134496704490851,0.999975754155053,0.996458987394969,0.760449965794881,0.768613997432921,0.899040261904399,0.000495470059175002,0.838774700959524,0.9981113937166,0.294873605171839,0.471192350818051,0.99812161260181,0.998692393302917,0.294346354073948,0.000753489432515803,0.000201449494246238,0.95726783408059,0.982502665784624,0.997457808918423,0.998057358794742,0.995563957426283,0.871151579750909,0.0181740550324321,0.0360857041604403,0.667821592754788,0.883242593871223,0.941651013162401,0.77443454000685,0.935468547874027,0.0483185208092133,0.377318610299615
"ache",0.130599429830909,0.902337871491909,0.98224288970232,0.518666508607566,0.537445079535246,0.681679274654016,0.998723559081554,0.0157519202238063,0.936915054917336,0.273496873676777,0.999142602086067,0.413907559588552,0.702445544302464,0.0849816323025152,0.252882071537897,0.847572200000286,0.0454761504020098,0.99856798350811,0.845282010734081,0.000270065853627877,0.999989904463291,0.995606102049351,0.58753976970911,0.968201376497746,0.419430426321924,0.00327480785563239,0.960970468819141,0.997953772544861,0.301056798081845,0.0509009915404022,0.999907977879047,0.999158687889576,0.232426771428436,0.0546510781853158,0.000518597594123094,0.809833087027073,0.980847962200642,0.997459664940834,0.998393543064594,0.995569065213203,0.890148423612118,0.939159482717514,0.00196833837617305,0.246033574454486,0.882013447582722,0.899552829563618,0.946937024593353,0.889457106590271,0.364327870309353,0.262032639063103
"act",0.101137353728215,0.921791699197557,0.976813356081645,0.618661377165053,0.253330248097579,0.494504322194391,0.998496082093981,0.0062900115509971,0.984873096148173,0.39563946508699,0.998762832747565,0.880448970529768,0.321801761786143,0.642622295353148,0.327995897167259,0.0650198122279512,0.0222913099094815,0.998549818992615,0.67629051539633,0.000123667122563139,0.999993986553616,0.996248576376173,0.822017497486538,0.977889398733775,0.393058761954308,0.068311287711064,0.829074740409851,0.998145269023048,0.575330727630191,0.698564658562342,0.999894552760654,0.995796302954356,0.360149824784862,0.00104161469346309,0.00300085715914772,0.990555379125807,0.788499202993181,0.997741136285994,0.998199588722653,0.995138042502933,0.892542501290639,0.997173143757714,0.068897058825112,0.968173325061798,0.699727512068219,0.726074583000607,0.540245135625203,0.912130143907335,0.045578730189138,0.243513976751608
"add",0.828788956006368,0.95774859852261,0.996255225605435,0.980370455318027,0.471765698865056,0.390324094229274,0.998944573932224,0.0111331092278609,0.740392857127719,0.627634192506472,0.997915274567074,0.917300489213732,0.00710637412460831,0.895643101798164,0.200759794563055,0.860072804821862,0.000738712692610635,0.997696710957421,0.979252358277639,0.00144898134655749,0.99998582734002,0.995783666769663,0.646767935819096,0.0362840067844243,0.797959595918655,0.0970994397583935,0.264343457917372,0.998119923803541,0.547081669171651,0.237598918792274,0.00687130621776709,0.433982095784611,0.0613329079416063,0.178421366474746,0.00382709522899758,0.88112998008728,0.750617709424761,0.997288697295719,0.99814236164093,0.995471411281162,0.9246676630444,0.985943800873227,0.152595838635332,0.993542346689436,0.644109235869514,0.538365186916457,0.347276882165008,0.998589674631755,0.392068549990654,0.477179154922156
"ade",0.647296597560247,0.950882646772597,0.955222619904412,0.991917305522495,0.864226291577021,0.504052752421962,0.998814423878988,0.00342991556033212,0.896237585279677,0.569193563527531,0.99799327717887,0.781227336989509,0.390537103017171,0.771998325983683,0.142210339506467,0.934368656741248,0.00587641949661904,0.997949772410923,0.985170549816555,0.00171396111818546,0.999973972638448,0.996889094511668,0.63833796315723,0.0816869561741543,0.913636260562473,7.3862503768396e-05,0.193611950717039,0.998263749811384,0.412900523179107,0.258401963238915,0.349881814585792,0.96461123890347,0.154548961979647,0.00787485880452247,0.000199029113799851,0.966455121835073,0.957579089535607,0.997555077075958,0.997902777459886,0.995865881443024,0.880165629916721,0.0317459945670433,0.323162115282483,0.765538228882684,0.733798560169008,0.872255040539636,0.751642472214169,0.987772842248281,0.110317340327634,0.453842596627914
"aft",0.650633356637425,0.882050375143687,0.987505270375146,0.0682952937980493,0.632082502875063,0.368016583224138,0.998349242740207,0.00553907497207244,0.940626839796702,0.639863808949788,0.998482478989495,0.840370431542397,0.204070365263356,0.90772232082155,0.521228834986687,0.0275962536688894,0.00149269122809099,0.998339381482866,0.641066253185272,0.00414979455187374,0.999994211726718,0.997177620728811,0.69959776269065,0.956819666756524,0.782316711213854,0.146195957437158,0.195909049775865,0.998463849226634,0.831141663922204,0.838617046674093,0.98821669154697,0.470061810480224,0.348246438221799,0.000908439357132017,0.00217899342533201,0.908725996812185,0.758676244152917,0.997753871811761,0.997873293028937,0.996253291765849,0.927792933252123,0.999814510345459,0.838747772905562,0.451122570368979,0.0929125702629487,0.524031745062934,0.673780732684665,0.987306740548876,0.0233210037565894,0.788358555899726
"age",0.477299224378334,0.634993579652574,0.975376188755035,0.712701320648193,0.792753996948401,0.764302018615935,0.99832632806566,0.000617874575671825,0.967989676528507,0.555681180622843,0.998273895846473,0.95255853732427,0.985701587465074,0.872139546606276,0.228892315593031,0.657078799274233,0.01709866277977,0.998544560538398,0.965653565194872,0.00793033479615386,0.999914242161645,0.997211621867286,0.188703984022141,0.0854720609366066,0.960382600625356,3.43599475785241e-05,0.344256384505166,0.998238801956177,0.193838825863269,0.0360565542812563,0.988183293077681,0.977944923771752,0.0737646964068214,0.000346252148672319,0.00011439651009621,0.967718760172526,0.909642974535624,0.997959276040395,0.997531347804599,0.996970216433207,0.896742045879364,0.017844162389843,0.67653414938185,0.0703908420271344,0.305703108923303,0.92176851299074,0.820664409134123,0.955659257041083,0.160395181427399,0.500722862586555
"aid",0.791458106703228,0.965168707900577,0.999976813793182,0.831607361634572,0.715003862149186,0.911170797215568,0.999062120914459,0.00134376586603935,0.837097114986844,0.912388841311137,0.998565236727397,0.671483629279666,0.430222193400065,0.645991735988193,0.949535561932458,0.879559695720673,8.70222620940177e-05,0.998597257667118,0.909488399823507,0.000648047441035576,0.984649505880144,0.996615760856205,0.96584736638599,0.0609975423431024,0.99760232369105,0.983921580844455,0.241616120148036,0.998674909273783,0.585056948992941,0.29938966780901,0.000547014252838886,0.0110875891081782,0.00943773337672206,0.00347451321841971,0.000511265118903894,0.0325504812644795,0.359961534539859,0.997649702760908,0.998022569550408,0.996970289283329,0.924628482924567,0.998373243543837,0.18187377247442,0.968982848856184,0.128525031937493,0.864661428663466,0.365793571703964,0.933831406964196,0.28060679220491,0.80226782536354
"aide",0.911190271377563,0.963203318417072,0.999852888286114,0.97566332668066,0.949636973440647,0.856068260967731,0.999174661934376,0.00105679754068255,0.874417953193188,0.891334049403667,0.998326905071735,0.0755709996446967,0.757462978363037,0.564926337450743,0.929183587431908,0.950486831367016,2.55180761676854e-06,0.998374328017235,0.967437997460365,0.00184425550737632,0.987357161939144,0.996485128998756,0.924126826226711,0.18932463764213,0.99541237950325,0.945492595434189,0.177824028069153,0.998737864196301,0.433113500475883,0.287618475034833,0.00480016093206359,0.113379759684904,0.0368043185735587,0.00110481885765168,0.000435287986647381,0.0124819713091711,0.794940568506718,0.997692443430424,0.997723534703255,0.996575199067593,0.89800152182579,0.931720666587353,0.083194179343991,0.788333266973495,0.389602948911488,0.978885836899281,0.7463772110641,0.949501626193523,0.118792885215953,0.797142072369752
"ail",0.250941523247295,0.933091243108114,0.999961263603634,0.241061339775721,0.821358410848512,0.899763392077552,0.998786098427243,0.00115270387046154,0.729719671938154,0.942401356167264,0.99859940343433,0.698461449808545,0.882310787836711,0.191689594752259,0.907619939910041,0.956566565566593,0.000149249438966276,0.99830616845025,0.465994071629312,0.00143734947431777,0.987627744674683,0.995980858802795,0.924192004733615,0.974761717849308,0.99883140458001,0.98959669801924,0.655529815289709,0.998544633388519,0.998958541287316,0.564355502525965,0.0112735249697127,0.000641900955492424,0.49360895405213,0.00101358890147907,0.000835266240756027,8.08003514660211e-05,0.432725384831429,0.997725367546082,0.997500035497877,0.996946646107568,0.914844512939453,0.997500167952644,0.740573199672831,0.796933501958847,0.0249739862564537,0.517193490432368,0.836346573299832,0.326154124405649,0.221580988003148,0.777011568011302
"aim",0.204313937160704,0.882860461870829,0.99999154276318,0.601592901266284,0.825465343064732,0.932842297686471,0.998894592126211,0.00161897142056154,0.618064903550678,0.991455568207635,0.998588495784336,0.967687335279253,0.922067589230008,0.122073204567035,0.974587115976546,0.443435044752227,0.000298278228108018,0.998735765616099,0.631932288408279,0.00202897382228744,0.983111454380883,0.99672927459081,0.85085211859809,0.0309169705190773,0.998134162690904,0.997843159569634,0.576382284363111,0.998933123217689,0.824434558550517,0.624990231460995,0.000156858082536675,0.00139893332743668,0.606835445596112,0.00105562555292001,0.000422701414613079,0.0481473627215665,0.300449819200569,0.997329254945119,0.997183865971035,0.997412919998169,0.929315447807312,0.998711360825433,0.646887414157391,0.794091110428174,0.089665767012371,0.9693417151769,0.117288198322058,0.205831950116489,0.368553815616502,0.689135249962823
"air",0.922906239827474,0.883949458599091,0.999985416730245,0.0560401181379954,0.797537186079555,0.893897592193551,0.998008966445923,0.00370813791889507,0.912142091327243,0.960598839653863,0.998617788155874,0.701221913099289,0.907750328381856,0.0541060829742087,0.912466949886746,0.891393317116631,7.71785911718818e-05,0.998193071948157,0.943983693917592,0.000833206403989095,0.963755289713542,0.994950930277506,0.941585905022091,0.40270828074103,0.966882831520504,0.999132845136854,0.0954805000995596,0.99814028872384,0.376377705070708,0.784872273604075,0.00117271387150847,0.000113901685431807,0.0608827825635672,0.000490676693017475,0.00494571336700271,0.000137268325993824,0.219174785125587,0.997352401415507,0.996708128187392,0.997112949689229,0.946138706472185,0.999459458722009,0.719093948188755,0.357569804622067,0.0197456849014594,0.974595838122898,0.937208460436927,0.511995179785622,0.333341589404477,0.812391644958148
"aisle",0.465902162449701,0.319611981511116,0.999563762119838,0.305932687329394,0.874677998679025,0.872196406126022,0.998737565108708,0.00796617202377092,0.20131250258003,0.942908465862274,0.998311400413513,0.01275928416622,0.826750040054321,0.543711449418749,0.99918133020401,0.927777537277767,2.69514413072817e-07,0.997489009584699,0.477288284472057,0.0403152945725651,0.991113867078509,0.993849873542786,0.975220935685294,0.996184110641479,0.999212035111019,0.993296878678458,0.873343527317047,0.998869597911835,0.983724500451769,0.272375058914934,0.000175607427796162,1.35121608794618e-05,0.912852883338928,0.000585445113187128,0.000796312619058881,1.98188464090825e-06,0.361047621284212,0.99760924918311,0.996431691305978,0.996506409985679,0.909984154360635,0.999874285289219,0.308075521274337,0.143141174955027,0.0404258804129703,0.949357330799103,0.943846958024161,0.140852575123842,0.297624944576195,0.577200824444714
"ale",0.102549578580591,0.835801323254903,0.949202087190416,0.818421423435211,0.900627611411942,0.533156831231382,0.998090664545695,0.00983806464096738,0.889697432518005,0.507709229985873,0.997762335671319,0.771985736158159,0.870223575168186,0.293802007204956,0.0767346748875247,0.915785921944512,0.00787168294967463,0.997102717558543,0.89562777015898,0.0157968795481591,0.999991681840685,0.995355281564924,0.388756703999307,0.737607861558596,0.978257629606459,9.18348609309937e-05,0.581661992602878,0.998077193895976,0.997960448265076,0.560514393779967,0.852646986643473,0.664551844199499,0.819614211718241,0.000524406115026466,0.000170762202793008,0.18656178853578,0.970645129680634,0.997568600707584,0.996674709849887,0.995552837848663,0.85334676835272,0.031604901007894,0.783033897479375,0.32806884083483,0.378860887553957,0.607446687089072,0.966756999492645,0.821489838262399,0.0715850655817323,0.619646732666297
"all",0.0721634089325865,0.880520986186134,0.995880934927199,0.260045039157073,0.735810165603956,0.45881989882845,0.997573216756185,0.00626803165667095,0.516672280099657,0.802221874396006,0.997196316719055,0.935788969198863,0.343442550963826,0.124169027432799,0.131053595493237,0.974685609340668,0.00457821204964325,0.995548341009352,0.504573606782489,0.0183745486687662,0.999997893969218,0.991587354077233,0.311285289625327,0.987943450609843,0.981850670443641,0.0402505822065804,0.900080747074551,0.997088233629862,0.999952481852637,0.673646152019501,0.0576071478426456,0.0058005650062114,0.918928245703379,0.000912374712384355,0.00620888113432253,0.000525262310929975,0.894797523816427,0.996842205524445,0.996202184094323,0.994167380862766,0.885300152831607,0.995887650383843,0.823145730627908,0.801901810699039,0.0407362927993139,0.196623583427734,0.906567017237345,0.660186888443099,0.253778205977546,0.443186466510977
"alps",0.211607805918902,0.0680045199114829,0.998591609299183,0.208004808519036,0.28775193792535,0.0235268737087608,0.996380321681499,0.0338010961495456,0.0506524589145556,0.19186357781291,0.995974890887737,0.354505803436041,0.471767963841558,0.281926089897752,0.675246842205524,0.693200588226318,0.0016131782010973,0.994077980518341,0.709807615727186,0.010665291636542,0.999992899596691,0.993089392781258,0.768024481832981,0.449702701531351,0.952661730349064,0.127598409773782,0.681468866765499,0.996644951403141,0.991612732410431,0.23629708820954,0.000479872758319289,0.00261318959201162,0.99599976092577,0.000254209884068324,0.0212351123554981,0.0682650445960462,0.433946093544364,0.996118269860744,0.995193503797054,0.995481178164482,0.909621633589268,0.999938547611237,0.419803431257606,0.942532479763031,0.0261561519000679,0.738055504858494,0.892374537885189,0.862216450273991,0.728352673351765,0.534842151217163
"and",0.343557975358433,0.976249396800995,0.998540110058255,0.660137610303031,0.642313763085339,0.289960788485284,0.998590171337128,0.00623774182390156,0.175195466727018,0.58936725391282,0.998357627126906,0.942256364557478,0.0827132203202281,0.985805372397105,0.430297409494718,0.815691378381517,0.00107697810987399,0.998251312308841,0.987849937544929,0.000691818111332528,0.999990377161238,0.995877974563175,0.76847466495302,0.0926274351982607,0.912397027015686,0.024899065740303,0.629712386263741,0.998175183931986,0.592170003387663,0.268484680189027,0.00953989069158625,0.0759626012295485,0.00631927464403109,0.00574155134502992,0.000399623449387339,0.0270188916927307,0.236260465449757,0.997586184077793,0.998070518175761,0.994923909505208,0.925661590364244,0.989599525928497,0.442518657901221,0.966958900292714,0.820936494403415,0.239611053632365,0.677148279216554,0.949314892292023,0.534335616562102,0.710763191264252
"angst",0.385742849537304,0.0861901483897652,0.989667756216867,0.175809173445616,0.276862075286252,0.0624158106012536,0.997405571596963,0.00707775511130291,0.0696486931826387,0.429708062538079,0.998371822493417,0.847061472279685,0.793358862400055,0.9996748651777,0.879098670823233,0.00347092494900738,0.00144145176196681,0.998564643519265,0.982329113142831,0.00483608639128111,0.999922275543213,0.99664911202022,0.358001972947802,0.985623002052307,0.845453258071627,0.207012524662007,0.928950761045728,0.998377859592438,0.170764926288809,0.0414568800479174,0.186602738020676,0.000390206282645522,0.100347223957734,7.29799465010014e-05,0.00174870444399338,0.0185765021680189,0.022689684793087,0.998309016227722,0.997125353131975,0.996376752853394,0.945504077843257,0.999873425279345,0.763670991574015,0.22445005604199,0.225690456639443,0.712304996592658,0.932031657014574,0.336772182158061,0.774090826511383,0.285767801904253
"ant",0.076468568502201,0.909870598051283,0.987136456701491,0.513889146347841,0.714384934968419,0.370493190156089,0.998118771447076,0.0030803022499539,0.401526461044947,0.625259353054894,0.998506473170386,0.880568961302439,0.520476215415531,0.993407984574636,0.623926132917404,0.0159131826108529,0.00706061232772805,0.998543481032054,0.986301289664374,0.000266144401929106,0.999986814128028,0.997051974137624,0.851385262277391,0.963993052641551,0.69215049346288,0.037631101699339,0.794814238945643,0.998382767041524,0.447562336921692,0.602808498673969,0.985436803764767,0.117630492688881,0.0626068767160177,0.000296778742501323,0.00081496047965225,0.111342884548422,0.248989074594445,0.997947368356917,0.998126460446252,0.995123896333906,0.90855246120029,0.999014099438985,0.87426186270184,0.836381898985969,0.761245197719998,0.232801248629888,0.812666813532511,0.781946619351705,0.262140860160192,0.85161529481411
"ape",0.514938669072257,0.812456091245015,0.975848813851674,0.813893126116859,0.878102017773522,0.322396571437518,0.998338513904148,0.00343462152320879,0.514724421832297,0.0671915190501346,0.997708380222321,0.585855682690938,0.990277436044481,0.11350054687096,0.36276673235827,0.48509756475687,0.0170826184718559,0.997671286265055,0.953992274072435,0.000174692095325687,0.999972005685171,0.99765063656701,0.852734910117255,0.149164589277158,0.934076997968886,0.000200896429633859,0.172851908538077,0.998178992006514,0.487598856290181,0.379647637406985,0.952604287200504,0.949624690744612,0.89213310347663,0.000535867753262506,0.000887280465879788,0.958340009053548,0.945897413624658,0.99795632229911,0.997530142466227,0.996911836995019,0.892305407259199,0.0350349151995033,0.510833664072884,0.771437267462412,0.559782422251172,0.917037294970618,0.874521513779958,0.9424044224951,0.121282465755939,0.864861746629079
"apt",0.576180502772331,0.794916457600064,0.988346099853516,0.60041589786609,0.39400327950716,0.23250352881021,0.998058093918694,0.00751478271882257,0.552174492014779,0.10766174354487,0.99787034591039,0.825735181570053,0.906204601128896,0.301501776609156,0.517139103884498,0.0144059206375257,0.0157727631171712,0.997700803809696,0.896465553177728,6.24842451297051e-05,0.999985482957628,0.99749700890647,0.867213772402869,0.890508068932427,0.524019494652748,0.0890554873686698,0.212787215908368,0.997955646779802,0.816129048665365,0.52077716588974,0.990962127844493,0.55690156088935,0.87507203552458,0.00153045095926372,0.00441176514141262,0.984253697925144,0.633691262867716,0.998052272531721,0.997850875059764,0.996632264720069,0.910832252767351,0.999871154626211,0.699015782939063,0.978389196925693,0.206288776463932,0.62049811747339,0.727500584390428,0.966925905810462,0.188030737141768,0.834723254044851
"arc",0.685556550820669,0.912608484427134,0.999471286932627,0.0629663393936223,0.266937685716483,0.187876384899331,0.997105929586622,0.0741144506739349,0.945406529638502,0.736304733488295,0.998398224512736,0.842719415823619,0.261321583555804,0.0885147330247694,0.0853331548472245,0.937677628464169,0.0208956640288531,0.997260159916348,0.92168527841568,0.00492765130123492,0.999984310732947,0.992649879720476,0.777030573950873,0.841426736778683,0.24757430371311,0.699136297735903,0.571868846813838,0.996983951992459,0.179387367020051,0.850861979855431,0.6618738869826,0.90900178750356,0.165003212789694,0.00279021790028209,0.0037624868693658,0.0978201319295396,0.598301195436054,0.996595574749841,0.996757460965051,0.994470854600271,0.937336868709988,0.995316810078091,0.0222256153356284,0.761731684207916,0.340441938903597,0.952099879582723,0.909106075763702,0.898142255014843,0.13430699499117,0.434996986473474
"arch",0.794131025671959,0.93614911288023,0.999435022473335,0.0514275756431744,0.0226741896476597,0.358977049589157,0.9975496083498,0.091904393164441,0.823961414396763,0.787017367780209,0.998880386352539,0.677064511924982,0.12220176961273,0.0181074028514558,0.093929702648893,0.876121982932091,0.00778286834466257,0.997473761439323,0.906581923365593,0.0020691049294328,0.999966137111187,0.992427118122578,0.561867889016867,0.992874629795551,0.0468070754432119,0.876993946731091,0.888168670237064,0.997136622667313,0.200423911679536,0.201193275861442,0.955343872308731,0.752556640654802,0.101908155251294,0.109972810285399,0.00804760184109909,0.0128409247263335,0.442106613889337,0.996706277132034,0.997466385364532,0.994548812508583,0.947899535298347,0.999997735023499,0.00287081093301822,0.441332519054413,0.337770946323872,0.949461691081524,0.958551958203316,0.854909267276525,0.50746900588274,0.327007984257501
"are",0.851915975411733,0.860462778144413,0.973803381125132,0.467256999678082,0.886996979514758,0.470542449090216,0.99711764521069,0.128552255070341,0.94721386830012,0.635322435034646,0.997977952162425,0.860707965162065,0.901247143745422,0.146771909876002,0.0609167458282577,0.883288151688046,0.0164589113167798,0.997355282306671,0.986478229363759,0.0251146222971228,0.99997165468004,0.994804766443041,0.728055692381329,0.420545731153753,0.422683030366898,0.00114338120313404,0.0914307935163379,0.997773163848453,0.166316270621287,0.845843394597371,0.829647858937581,0.707123011350632,0.535121596521801,0.0125718579577854,0.000585318081397822,0.291840804326865,0.861646751562754,0.997552216053009,0.996133261256748,0.996177474657694,0.916603889730242,0.0152188832871616,0.809084882338842,0.0567571632564068,0.483310252428055,0.967255810896556,0.986738807625241,0.860762640833855,0.0612832853156659,0.559283538081218
